ID,MLS,Title,Currency,Price,Type,listingType,District,Description,Bedrooms,Bathrooms,Garage,Stories,Zoning,SquareFt,Acreage,YearBuilt,Views,Furnished,Tennis,Dock,Alarm,Gym,Pictures,Videos
1304,411567,"Grand Hyatt - Beach Resort - 1BR Beachfront Suite",usd,2207000,Residential,Condominium,"George Town Centr","<p>Spacious one bedroom Suite with a separate living room and beachfront balconies off the bedroom and living room. Stunning views of the beach, landscaped grounds and pools, cruise ships, and George Town. Great for owner's use and rental income. Vast array of 5 Star facilities include resort pools, Jacuzzi, sandy ocean lagoon, world class Spa and fitness facility, VIP lounge, 5 restaurants and bars, Kids Club, concierge services, watersports, dive shop, snorkeling, private screening room, 24 hour front desk and security, valet service, and much more. Currently, way below market pricing! NOW UNDER CONSTRUCTION..</p>",1,2,No,,,1498,,2022,"Beach Front",No,0,0,1,1,"https://images.remax.ky/listings/1304/c701d07910d8c5a2325209b3.jpg, https://images.remax.ky/listings/1304/9b16f00019699324f2d51f2e.jpg, https://images.remax.ky/listings/1304/eb3a851896b1c541e9b8ca4e.jpg, https://images.remax.ky/listings/1304/7badd8e4e7a70db3eab74cdd.jpg, https://images.remax.ky/listings/1304/85e3390a695b611504d9ae6c.jpg, https://images.remax.ky/listings/1304/fd43478534bba16118ba95af.jpg, https://images.remax.ky/listings/1304/f8cca7e4d95916d1b25d29b8.jpg, https://images.remax.ky/listings/1304/a220f6b36a2987fd4115f562.jpg, https://images.remax.ky/listings/1304/e4074a47d9a3865c08353e70.jpg, https://images.remax.ky/listings/1304/a22b69e84d1b0904900a3edf.jpg, https://images.remax.ky/listings/1304/a25befa7a362abcf0d69e4d4.jpg, https://images.remax.ky/listings/1304/1259c8f316f2cba1cbfff97a.jpg, https://images.remax.ky/listings/1304/7362674f224e8cb499a7208d.jpg, https://images.remax.ky/listings/1304/12a2d9a55bf9b20f6f35711f.jpg, https://images.remax.ky/listings/1304/2cbe3c7408fcc45778bebb1b.jpg, https://images.remax.ky/listings/1304/1034adcf4ced28320e95d7ca.jpg, https://images.remax.ky/listings/1304/f291b50985167fa8bedf5307.jpg, https://images.remax.ky/listings/1304/b47ddd411e6862df8ddc41d9.jpg, https://images.remax.ky/listings/1304/4660932d843e253811aa7349.jpg, https://images.remax.ky/listings/1304/cc9fac5ea8bf6e39c8a1ff5d.jpg, https://images.remax.ky/listings/1304/d904d597daa858be623c3803.jpg, https://images.remax.ky/listings/1304/6b05afe2d8e3202816404b48.jpg, https://images.remax.ky/listings/1304/4bac26e740471f60b4539e58.jpg, https://images.remax.ky/listings/1304/2da52cd62d6fe76de43e6e87.jpg, https://images.remax.ky/listings/1304/ba66e74949342950825f4426.jpg, https://images.remax.ky/listings/1304/0568647182d81b7206afdc9c.jpg, https://images.remax.ky/listings/1304/d95fb6fc3b889c5d189c0ef0.jpg, https://images.remax.ky/listings/1304/6f2e94a77598283b84173b53.jpg, https://images.remax.ky/listings/1304/ecf04349297c52980a6de526.jpg, https://images.remax.ky/listings/1304/f22651fe89c927922f5a84e6.jpg, https://images.remax.ky/listings/1304/1822b1eb40dfb0ecdf8806db.jpg, https://images.remax.ky/listings/1304/39ba1078-ac2c-4e27-b271-4a880a74e2be.jpeg, https://images.remax.ky/listings/1304/fa7f5fe7-bb65-41d8-87b6-7a1ad6d76d77.jpeg, https://images.remax.ky/listings/1304/7222e72b-4109-4548-9043-75eabd028c88.jpeg, https://images.remax.ky/listings/1304/e73b338f-3a1f-455b-8188-9088acebd242.jpeg",
1312,411579,"Pease Bay Beachfront Lot",usd,285000,Land,"Low Density Residential",Breakers,"<p>Beachfront Half Acre in Pease Bay Just Down From Entrance to Midland Acres.  Beautiful Sandy Beach Rimmed By Ironshore Which Secures the Beach from Dynamic Change.  One of The Most Photogenic Ocean Views in the Cayman Islands.  Beach Side Portion of the Property is Buildable</p>",,,No,,"Low Density Residential",,0.5,,"Beach Front",,0,0,0,0,"https://images.remax.ky/listings/1312/0027c175ee70f519cdd805c2.jpg, https://images.remax.ky/listings/1312/6b450e1dddb5b9ba1ebf853a.jpg, https://images.remax.ky/listings/1312/4c05d0e979267e108efa3355.jpg, https://images.remax.ky/listings/1312/4bc6f2f90ed6f39917035bb4.jpg, https://images.remax.ky/listings/1312/8776d38b774eb0be928037e5.jpg",
1320,411615,"White House",usd,12000000,Residential,"Single Family Home","Bodden Town","<p>The White House residence at Bodden Town is one of the most unique residences in Cayman.  It was originally built as a private home for one of Las Vegas’ famous casino owners.  The residence has a wing with two separate master suites and a lounge which is separated from the rest of the residence.  The other half of the residence has bedrooms, bars, and private areas and pool overlooking the ocean.  There is a three car garage, its own private beach and is the only residence in Cayman with a huge 80ft over the water deck and bar area.  It is currently being used as a tourist facility and restaurant with a commercial kitchen installed.  Close to the garage, there are separate staff accommodations.  </p>",2,5,3,1,"Beach Resort/Residential",15460,1.98,2000,"Water Front",No,0,1,0,0,"https://images.remax.ky/listings/1320/217cf7f9ac5002a691423989.jpg, https://images.remax.ky/listings/1320/7e231a8e34b0f0687994f44a.jpg, https://images.remax.ky/listings/1320/428cdb203ad6f781c4146b6b.jpg, https://images.remax.ky/listings/1320/5e41276d8efac538aaed8191.jpg, https://images.remax.ky/listings/1320/ddbd97e407968e63705f24d9.jpg, https://images.remax.ky/listings/1320/abf41c25c0c106cf9bfb9497.jpg, https://images.remax.ky/listings/1320/aa5097a70c399d675471cd4c.jpg, https://images.remax.ky/listings/1320/8359860e0a779ee553c78ddc.jpg, https://images.remax.ky/listings/1320/5255d37b87d02f285fdf9230.jpg, https://images.remax.ky/listings/1320/44ebec14f74a4ef5f6ac03a1.jpg, https://images.remax.ky/listings/1320/93f7a8e8863794ff7046353e.jpg, https://images.remax.ky/listings/1320/60c178961a12a67de6df0f56.jpg, https://images.remax.ky/listings/1320/d4234bd8cbacba7e02ab81f2.jpg",
1321,411616,"The Commodore",usd,3750000,Commercial,Restaurant,"W Bay North East","<p>This is a unique and rare property. The Commodore is one of the few waterfront restaurants located directly on the North Sound and was originally home to Bordens Pizza, Caymans first pizza place. Shortly after, the property went through renovations with the help of some of Caymans top designers who created a stunningly stylish venue that embodies the rustic elegance of St. Tropez and the relaxed ambiance of South Beach. Previously known as Osetra Bay, this property is nestled in the picturesque and tranquil West Bay district of Morgans Harbor alongside Calypso Grill and Catch. It has a fully equipped restaurant grade kitchen with spacious outside dining and spectacular views of the North Sound. </p>",1,1,No,1,"Commercial Marine",2000,0.4,1970,"Water Front",Partially,0,0,0,0,"https://images.remax.ky/listings/1321/e21c0f4a6d9af3bef2eace16.jpg, https://images.remax.ky/listings/1321/4facd39f5a3a57a31581fd08.jpg, https://images.remax.ky/listings/1321/0974863b36167a9afdd81aa6.jpg, https://images.remax.ky/listings/1321/f23ecb85b42ed004ce02f0a4.jpg, https://images.remax.ky/listings/1321/d0e7d5642516651f96fececf.jpg, https://images.remax.ky/listings/1321/c26fad42146bd2edc74bde4e.jpg, https://images.remax.ky/listings/1321/56337a4b4a94a9282588fdf9.jpg",
1333,411649,"Watermark Seven Mile Beach",usd,8000000,Residential,Condominium,"W Bay Bch North","<p>The Watermark, Seven Mile Beach, a private property that will include 54 exclusive beachfront units, will bring together exceptional amenities and services with modern architecture and design unmatched in Grand Cayman. This second floor residence features 3 bedrooms plus den, 4.5 bathrooms and 4,256 sq. ft. This expansive open floor plan residence will redefine Cayman modern, incorporating natural materials and framed views of Seven Mile Beach from the window walls from the living room and master bedroom plus two expansive balconies. Set in a quiet stretch of Seven Mile Beach where white sand, ocean and sunsets meet, the International Property Award-winning team behind WaterColours, will offer luxury waterfront living and an unprecedented array of amenities including full service spa &amp; wellness facility, state-of-the-art fitness studio, private beachfront cabanas, screening room, children’s pool &amp; splash pad, adult pool &amp; relaxation area, expansive main pool, library lounge, private dining room, oceanfront owners’ conservatory with wine storage, full bar &amp; chef’s kitchen, bespoke concierge service, fine dining restaurant, owners guest suites, car service &amp; valet, private elevators and boardroom facilities. </p>",3,4.5,2,,,4256,,2022,"Beach Front",No,0,0,1,0,"https://images.remax.ky/listings/1333/f2a6f4fdd76b4f99a2491a71.jpg, https://images.remax.ky/listings/1333/watermark-site-view.jpg, https://images.remax.ky/listings/1333/18ed52f66bdd75fb3d6c9e2b.jpg, https://images.remax.ky/listings/1333/a783590bfd8757f942635735.jpg, https://images.remax.ky/listings/1333/watermark-dusk-beach-view.jpg, https://images.remax.ky/listings/1333/watermark-pool.jpeg, https://images.remax.ky/listings/1333/17050e5b31a101a3d8953057.jpg, https://images.remax.ky/listings/1333/41a5b0c722149a36ca4cddd4.jpg, https://images.remax.ky/listings/1333/536192775302b6b8cf601a7f.jpg, https://images.remax.ky/listings/1333/50b59aca78f58c0cb9729860.jpg, https://images.remax.ky/listings/1333/edf3d2e774d4ac6c6e7d0228.jpg, https://images.remax.ky/listings/1333/eb0bf14ccf5284e716d0c3f8.jpg, https://images.remax.ky/listings/1333/watermark-private-residence-entry-valet.jpg, https://images.remax.ky/listings/1333/watermark-beachfront-owner-s-lounge.jpg, https://images.remax.ky/listings/1333/watermark-owner-s-wine-cave.jpg, https://images.remax.ky/listings/1333/watermark-site-view-2.jpg, https://images.remax.ky/listings/1333/watermark-amenity-building-courtyard-view.jpg",
1422,411942,"Beachfront Brac Hotel Zone 2.5acres",usd,1699000,Land,"Little Cayman/Cayman Brac","Cayman Brac West","<p>Large 2.5 acre Beachfront Development Land on Hotel Row in the Brac.  Beautiful Views of the Ocean and Setting Sun.  Rare Parcel in Sought After Location.  400feet of Sugar Sand Beach Makes This Location Ideal for Condos or Hotel. Adjoining 2 Acre Parcel to the East Also For Sale Creating a 4.5 Acre Opportunity With Over 800Feet of Beachfront!</p>",,,No,,,,2.48,,"Beach Front",,0,0,0,0,"https://images.remax.ky/listings/1422/95fd3751e7d1a3f56ecb8666.jpg, https://images.remax.ky/listings/1422/981c4e5db29c46e2405140be.jpg, https://images.remax.ky/listings/1422/b02cfffaa621b450e51a21d0.jpg",
1431,,"Colonial Grand",cid,276000,Residential,Condominium,Spotts,"<p>Spacious condo&nbsp; fantastic starter home&nbsp;</p>
",2,2.5,,,,1475,,2009,"Garden View",Yes,0,0,0,0,,
1467,412099,"Orchard Ecovillage - Lake View #807",cid,289000,Residential,Condominium,"Lower Valley","<p>Spoil yourself in this large and spacious one level modern design with high ceilings and an abundance of natural light.  Enjoy peace and tranquility, relaxing on your terrace overlooking the lake or lush landscaping.  Price if converted to 2 BR/1 BA is CI$285,000 or 2 BR/2 BA is CI$299,000.  This gated, huge 21 acre master planned community will feature walking/bike riding paths, lakes for kayaking/paddle boarding, pools, yoga studio, greenhouse and farmer’s market, wellness center, gym, spa, children’s center, shuttle service, Montessori school, and more.  Solar included, for purchases by August 31, 2021.</p>",1,1,No,,,719,,2022,"Lake View",No,0,0,1,1,"https://images.remax.ky/listings/1467/4006a48d-c0c4-44c1-a486-d3e85f754695.jpeg, https://images.remax.ky/listings/1467/eb07ded7-237a-4f18-93d8-c98481a5a66d.jpeg, https://images.remax.ky/listings/1467/e0576bf8-7f3f-421a-88a6-22cab2145534.jpeg, https://images.remax.ky/listings/1467/72e6b0c0-e34c-49e3-8ad1-ec2e277eb91e.jpeg, https://images.remax.ky/listings/1467/57806125-142f-4815-aa9d-7e08d3ced1db.jpeg, https://images.remax.ky/listings/1467/7476b88a-ad5c-4b00-80c2-11b0a0d79ed6.jpeg, https://images.remax.ky/listings/1467/b44e93e8-2413-406c-8c52-a4e05c1075a4.jpeg",
1498,,"IDG Warehouse- shared ",cid,,Commercial,Warehouse,"George Town East","<p>3500sf of warehouse space, with loading ramp, A/C included and shelving optional. All inclusive rate of CI25 per sf per annum. </p>",,,,1,Commercial,3500,1,2000,Inland,,0,0,0,0,https://images.remax.ky/listings/1498/unknown.jpeg,
1513,,"Seven Mile Beach Bar & Restaurant  to Lease",cid,,Commercial,Restaurant/Bar/Nightclub,"W Bay Bch South","<p>Fully fitted Bar and restaurant space to lease - take both or either, modern and ready to trade in! landlord seeking upmarket operator..</p>",,,No,,,1700/2550,0.1,2017,Inland,,0,0,0,0,"https://images.remax.ky/listings/1513/havana-club-3-websize.jpg, https://images.remax.ky/listings/1513/havana-club-4-websize.jpg, https://images.remax.ky/listings/1513/havana-club-7-websize.jpg, https://images.remax.ky/listings/1513/havana-club-9-websize.jpg, https://images.remax.ky/listings/1513/havana-club-13-websize.jpg",
1523,412214,"Plantation Village #50",cid,688000,Residential,Condominium,"W Bay Bch South","<p>Stunning 2bed/2bath ground floor unit was completely remodeled and redesigned and has all new electrical, AC, flooring, bathrooms, kitchen and a full size -side by side washer/dryer. Also has a screened in patio that leads right out to the pool. Plantation Village is a fantastic complex located along the famous  7 Mile Beach, very well maintained and has everything at your fingertips – Camana Bay Shops &amp; Restaurant, 2 minutes from George Town. Great amenities - 2 Pools, flood lit Tennis Court, kids jungle gym, BBQ area and a quiet private beach to enjoy the most spectacular sunsets! Professionally managed maximizing rental return for the owner.</p>",2,2,No,,,1060,,1982,"Pool View",Yes,1,0,0,0,"https://images.remax.ky/listings/1523/f0f5aa2a-2266-411f-89fa-ed06bf8db8a9.jpeg, https://images.remax.ky/listings/1523/4a255842-d87b-49c9-9bb2-9b7ddab0629f.jpeg, https://images.remax.ky/listings/1523/73a26f1a-f4ef-4078-ab64-db87ada0ca22.jpeg, https://images.remax.ky/listings/1523/728ac6c0-e2f6-4234-a2cc-55f9bfb4429f.jpeg, https://images.remax.ky/listings/1523/fe8e2ebb-3677-49da-b2e8-ce742f54aa08.jpeg, https://images.remax.ky/listings/1523/cde8654a-c83e-45c0-ac63-19e9cf98bd64.jpeg, https://images.remax.ky/listings/1523/a03f230a-41be-459f-a17f-91cb7b3a72b3.jpeg, https://images.remax.ky/listings/1523/99e4652e-8128-4339-bde8-b39772ec2eb2.jpeg, https://images.remax.ky/listings/1523/948716e0-cc95-4257-b7da-5cfa3d9d4e4c.jpeg, https://images.remax.ky/listings/1523/ff82f447-9eec-4e69-a518-5f662366be33.jpeg",
1529,412226,"Villa Mare - Vista Del Mar",usd,16500000,Residential,"Single Family Home","W Bay Bch North","<p><em>Designed on a grand scale, in every sense, Villa Mare is a classical French-Mediterranean style home with extraordinary details and countless features. Villa Mare is a convivial masterpiece of epic proportions. Boasting an abundance of custom designed pieces of furniture, carpets, doors, and then finished with twenty-four carat gold leaf gilding along the mouldings and columns throughout the home. </em><em>Equipped with a guest cottage, spa room, jacuzzi, private beach area with a BBQ, four-car garage, and a nearby double dock allowing birthing of substantial craft up to 60'+ in length, this home truly has it all. A gated driveway and the lush landscape allow for ample privacy, with a wide selection of outdoor areas making it the perfect space for entertaining guests. </em><em>Undoubtedly one of the Cayman Island's finest homes, offering waterfront living to the highest standards and levels of sophistication.</em></p>",6,8,4,2,"Low Density Residential",13785,1.64,1996,"Water Front",No,0,1,1,1,"https://images.remax.ky/listings/1529/1.-front-driveway-w-cars.jpg, https://images.remax.ky/listings/1529/2.-drone-back-property.jpg, https://images.remax.ky/listings/1529/3.-full-property-drone.jpg, https://images.remax.ky/listings/1529/4.-great-room-day.jpg, https://images.remax.ky/listings/1529/5.-armoured-men.jpg, https://images.remax.ky/listings/1529/6.-dining-room-set.jpg, https://images.remax.ky/listings/1529/7.-kitchen-side-angle.jpg, https://images.remax.ky/listings/1529/8.-master-bed-full.jpg, https://images.remax.ky/listings/1529/9.-master-bath.jpg, https://images.remax.ky/listings/1529/10.-17c-door-open.jpg, https://images.remax.ky/listings/1529/11.-guest-bathroom.jpg, https://images.remax.ky/listings/1529/12.-foyer.jpg, https://images.remax.ky/listings/1529/13.-staircase.jpg, https://images.remax.ky/listings/1529/14.-sons-room.jpg, https://images.remax.ky/listings/1529/15.-guest-room.jpg, https://images.remax.ky/listings/1529/16.-upstairs-with-madonna.jpg, https://images.remax.ky/listings/1529/17.-office.jpg, https://images.remax.ky/listings/1529/18.-cottage-beds.jpg, https://images.remax.ky/listings/1529/17.-spa.jpg, https://images.remax.ky/listings/1529/19.-low-drone-pool-day.jpg, https://images.remax.ky/listings/1529/20.-low-pool-shot-day.jpg, https://images.remax.ky/listings/1529/21.-pool-with-big-tree.jpg, https://images.remax.ky/listings/1529/22-bbq-pool.jpg, https://images.remax.ky/listings/1529/23.-patio.jpg, https://images.remax.ky/listings/1529/24.-small-gazebo-on-water.jpg, https://images.remax.ky/listings/1529/25.-beach-seating-are.jpg, https://images.remax.ky/listings/1529/26.-great-room-outside-pillars.jpg, https://images.remax.ky/listings/1529/27.-great-room-without-pillars.jpg, https://images.remax.ky/listings/1529/28.-sunset-backyard-pool.jpg, https://images.remax.ky/listings/1529/29.-night-pool-low-angle.jpg, https://images.remax.ky/listings/1529/30.-big-palm-tree-night.jpg",
1536,413555,"The Beach House",usd,4975000,Residential,"Single Family Home",Prospect,"<p>This conveniently situated Beach House and its' intoxicating garden  will win your heart!  Spectacular views from every angle and privacy abound create the ideal Cayman living experience...understated elegant Four Bed Beach House within moments to restaurants, shops and GT Harbour.  Extensive use of copper roofing, marble and granite floors, decks, driveway and counter tops, rated glass and high ceilings Intertwined with hibiscus, orchids, verdant living walls with a light off shore roar from the reef protected bay....you need to visit and make this your new Island Magical Paradise.</p>
<p>Designer details through out and very well thought out architecture to appreciate.  Not very often does a private beach home like this come to the market.  It needs NOTHING and has never been rented out.  An exclusive private oasis available now.  Additional acre across the street available as well to ensure room to spread out and grow if this is your desire.  Two car garage can become living space as it is Oceanfront!</p>",4,4,2,2,"Low Density Residential",4100,.43,2006,"Beach Front,Inland",Yes,0,0,0,0,"https://images.remax.ky/listings/1536/dji-0333.jpg, https://images.remax.ky/listings/1536/eye-4170.jpg, https://images.remax.ky/listings/1536/eye-4110.jpg, https://images.remax.ky/listings/1536/eye-3259.jpg, https://images.remax.ky/listings/1536/eye-4053.jpg, https://images.remax.ky/listings/1536/eye-4126.jpg, https://images.remax.ky/listings/1536/eye-4184.jpg, https://images.remax.ky/listings/1536/eye-4166.jpg, https://images.remax.ky/listings/1536/eye-4020.jpg, https://images.remax.ky/listings/1536/eye-3973.jpg, https://images.remax.ky/listings/1536/eye-4075.jpg, https://images.remax.ky/listings/1536/eye-3960.jpg, https://images.remax.ky/listings/1536/eye-3268.jpg, https://images.remax.ky/listings/1536/eye-4005.jpg, https://images.remax.ky/listings/1536/eye-3954.jpg, https://images.remax.ky/listings/1536/eye-3942.jpg, https://images.remax.ky/listings/1536/eye-3952.jpg, https://images.remax.ky/listings/1536/eye-4005.jpg, https://images.remax.ky/listings/1536/eye-3932.jpg, https://images.remax.ky/listings/1536/eye-3943.jpg, https://images.remax.ky/listings/1536/collage06.jpg, https://images.remax.ky/listings/1536/collage04.jpg, https://images.remax.ky/listings/1536/eye-4191.jpg, https://images.remax.ky/listings/1536/collage05.jpg, https://images.remax.ky/listings/1536/eye-3274.jpg, https://images.remax.ky/listings/1536/eye-4018.jpg, https://images.remax.ky/listings/1536/eye-3286.jpg",
1564,412339,"Grandview - Top Floor Privacy ",usd,1475000,Residential,Condominium,"W Bay Bch South","<p>BEST PRICE AT GRANDVIEW! Tremendous value for this oversized, top floor, two bedroom residence that is tucked away off West Bay Road, yet directly on Seven Mile Beach. Large balcony with gorgeous beachfront views across a vast courtyard, manicured landscaping, and out to a beachfront pool and beautiful turquoise Sea. Large spacious rooms with high ceilings throughout. Living room, dining room, kitchen, and master bedroom all have views of the beach and Sea. This wide property boasts over 650 feet of beach and Sea frontage. Enjoy the unique privacy and tranquility, easy walking distance to restaurants, shops, water sports, and other conveniences. Ideal for owner’s use or as a rental income investment. Really a steal at only about US$1,000 per sq. ft. for this quality and location!</p>",2,2,No,3,,1436,,1996,"Beach Front,Beach View",Yes,1,0,1,0,"https://images.remax.ky/listings/1564/800c985f-75d8-417d-87d1-f675b772be88.jpeg, https://images.remax.ky/listings/1564/431b3772-62f7-4695-ade9-15307685e0c6.jpeg, https://images.remax.ky/listings/1564/4451162d-d37a-4bf8-92c5-6d5f29c414f8.jpeg, https://images.remax.ky/listings/1564/8fa3c0f5-a00f-4c7b-996a-3cfc6e95d8a5.jpeg, https://images.remax.ky/listings/1564/50f4b81b-40e5-498f-a035-ff309a8325be.jpeg, https://images.remax.ky/listings/1564/bb2cb6d0-9d29-4583-af91-59f03f3fad2d.jpeg, https://images.remax.ky/listings/1564/18b7469e-a1a5-4f3b-a58f-81c2fdcd3817.jpeg, https://images.remax.ky/listings/1564/d665c430-8e5a-496f-92eb-a7eeab146539.jpeg",
1588,412407,"Divers World, Retail, Rental and Repair Store ",cid,499000,Business,Other,"W Bay Bch South","<p>One of the top Dive retail stores in Grand Cayman, this business with some 30 years of history is now for sale. Situated at Seven Mile Shops, this business offers dive rentals, retail of dive equipment, clothing, shoes, beach sports and many other items plus a full dive equipment repair business. In addition this is the 'official' Crocs shoe store for Cayman. This business is a favorite with locals and tourists with one of the prime locations on Seven Mile Beach. This business is selling at WAY BELOW VALUATION, a great opportunity to get into this wonderful industry, or add this business to your existing water sport business. Excludes inventory which will be sold at cost.</p>
<p> </p>
<p> </p>",,,No,1,"Commercial Neighbourhood",5000,.1,1990,Inland,,0,0,1,0,"https://images.remax.ky/listings/1588/beachboutique-diversworld-36-websize.jpg, https://images.remax.ky/listings/1588/beachboutique-diversworld-24-websize.jpg, https://images.remax.ky/listings/1588/beachboutique-diversworld-23-websize.jpg, https://images.remax.ky/listings/1588/beachboutique-diversworld-19-websize.jpg, https://images.remax.ky/listings/1588/beachboutique-diversworld-20-websize.jpg, https://images.remax.ky/listings/1588/beachboutique-diversworld-18-websize.jpg",
1607,412477,"Aqua Bay - Corner 2 Level Penthouse - Private Pool",usd,8695000,Residential,Condominium,"W Bay South","<p>Simply breathtaking – the Corner Sky Villa Penthouse at Aqua Bay offers the most spectacular views in the Cayman Islands. As the newest Seven Mile Beach real estate opportunity from Butler Group, one of Grand Cayman’s premier builders of luxury resort condominiums, this is your opportunity to live the dream on Seven Mile Beach with only four of these coveted villas being created.</p>
<p>The interior design has been developed by Butler Group’s award-winning partner company, Design Studio Interiors. All Sky Villa Penthouses feature expansive floor to ceiling glass walls, high ceilings, superior tile and flooring options, top quality plumbing and appliance selections as well as bespoke millwork design for the kitchens, bathrooms, and amenity areas.</p>
<p>At an expansive 4,711 sq. ft. this Sky Villa Penthouse features 3 bedrooms and 4.5 bathrooms over two stories. The large first level touts 2,375 sq. ft. with an open concept living/dining area and kitchen with wet bar, 2 Primary Bedrooms Suites each with luxurious spa bathrooms - one with access to a large terrace with stunning views of Seven Mile Beach and the other facing North Sound with a terrace to enjoy incredible sunrises and views to Rum Point and Cayman Kai, a powder room, a home office, and laundry room. </p>
<p>The Sky Decks are a world of their own with private elevator and infinity edge heated pool and spa, multiple lounging areas, outdoor kitchen and bar and al fresco dining. This Sky Villa Penthouse expands this pure luxury with sky shower, fitness studio and massage suite both with spectacular sunrise views of the North Sound. This enhances private space expands your living area to an unprecedented level on Seven Mile Beach and creates an unmatched opportunity for investment return.</p>
<p>Following Butler Group’s forty-four-year reputation for building excellence, Aqua Bay will be engineered and constructed to the highest standards. Elevated over 16 ft. above sea level for privacy and storm protection, this structure will utilize the latest specifications for the building’s essential services, including solar tinted, hurricane rated glazing systems.</p>
<p>Amenities will include boutique hotel style reception, 90 ft. wide beachfront, waterfall edge pool, extensive pool deck and private beach, two beachfront BBQ areas for al fresco dining, fitness centre, oceanfront lounge and games room, on site manager’s office, undercover parking for each villa, day room facilities for late checkout options and lush tropical landscape design.  Aqua Bay will offer a daily rental program which owners can utilize while not in residence, making this building the newest and most luxurious daily rental destination in Grand Cayman.</p>
<p style=""font-weight: 400;""> </p>",3,4.5,No,10,Hotel/Tourism,4711,1.4,2023,"Beach Front",No,0,0,1,1,"https://images.remax.ky/listings/1607/1-terrace-hr.jpg, https://images.remax.ky/listings/1607/rooftop-5-11-21.jpeg, https://images.remax.ky/listings/1607/sw-view-3b-website.jpeg, https://images.remax.ky/listings/1607/bedroom-1211.jpg, https://images.remax.ky/listings/1607/living-alta2-002-.jpg, https://images.remax.ky/listings/1607/bedroom-1211.jpg",
1611,412424,"EAST END DEVELOPMENT SITE",usd,87500000,Land,Beach/Hotel/Tourism,Colliers,"<p><span style=""color: #454e59; font-family: Lato, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Very unique destination resort site; the largest in Cayman. Over 500 acres with abundant ground water, over 1000 ft of reef protected beach frontage, plus the 20  acre Colliers Pond which is a protected Animal Habitat and provides a buffer from the main road.  Perfect for a Destination golf resort. Hotel and Residential Zoning, but mixed use Planned Area Development status likely. Tremendous potential in developing area. Contact the Listing Agents for more detailed information.</span></p>",,,No,,,,538,,"Beach Front",,0,0,0,0,https://images.remax.ky/listings/1611/colliers.jpg,
1632,412269,"Carib Sands",cid,190000,Residential,Condominium,"Cayman Brac West","<p>2 bed/2 bath</p>
<p> </p>",2,2,No,,,1100,,1980,"Canal Front,Pool View",,0,0,0,0,https://images.remax.ky/listings/1632/land-for-brac-109191.jpg,
1633,412538,"Lacovia - Stunning 2 Level Penthouse ",usd,11999150,Residential,Condominium,"W Bay Bch South","<p>Absolutely stunning beachfront views from two levels distinguish this unique, ultra-prime, two storey Penthouse residence from all others along Seven Mile Beach. Embodying a prestigious sophistication throughout, while encompassing the finest finishes and fixtures, both levels are perfectly balanced for privacy punctuated with spacious common areas - media room, den/office, living room, dining area, and extensive terraces overlooking the perfect beach and Caribbean Sea. Within this masterpiece of architecture is a long list of services, facilities, and amenities for your convenience and enjoyment, as well as a solid rental income opportunity; concierge services, state-of-the-art fitness center, 24/7 security, infinity edge pools and hot tub, food and beverage services, private beach cabanas, club level lounge and sports equipment for land and sea. A rare residence on Seven Mile Beach at a tremendous value!</p>",5,5.5,1,10,Hotel/Tourism,5581,,2024,"Beach Front",No,0,0,1,0,"https://images.remax.ky/listings/1633/07442515-5851-4c4d-bd15-e3a3408cadf8.png, https://images.remax.ky/listings/1633/fb1a8418-3426-4fb7-85c2-11da63f60916.jpeg, https://images.remax.ky/listings/1633/546a48e4-6c9d-4b61-9198-b4c13b79b742.jpeg, https://images.remax.ky/listings/1633/c2fa6ee8-2247-4b9e-8934-990d0bb9a69a.png, https://images.remax.ky/listings/1633/108b938c-996c-4229-9a35-42dcb6db6322.jpeg, https://images.remax.ky/listings/1633/a89134cb-0615-4a25-8987-b4c21a65c34f.png, https://images.remax.ky/listings/1633/7fbf49c3-87e7-4107-b160-544262386c3b.jpeg, https://images.remax.ky/listings/1633/ddce535e-82b2-496b-ac83-410077f62d90.jpeg, https://images.remax.ky/listings/1633/2ee66ce4-edcd-42b2-96f1-358875a52c2e.png, https://images.remax.ky/listings/1633/30b283b6-0a5f-4a4b-9503-d2cf738a137c.jpeg, https://images.remax.ky/listings/1633/da42df2c-2ab5-4943-9bf0-0ccb709a6234.jpeg, https://images.remax.ky/listings/1633/cb39995a-da94-45f6-81e0-3e95cab415cf.jpeg, https://images.remax.ky/listings/1633/3c270ac8-e645-41a6-8dde-7c5334aa3dd9.jpeg, https://images.remax.ky/listings/1633/b4724ab4-0d20-41f1-a66d-74c5ead262d2.png",
